ID;Nimi;Osoite;x;y
334;Varustuksentie;Varustuksentie 1;25.0668572558023;60.2391310073666
335;Kurkimäentie;Kivikonkaari 30;25.0626083649392;60.2331943880568
336;Kivikonlaita;Kivikonlaita 2;25.0549152254879;60.230462178329
337;Kivikon liikuntapuisto;Savikiekontie 6;25.0524695830581;60.23703581972
338;Jakomäentie;Jakomäentie 18;25.0743775866131;60.2537712252939
340;Jakomäki;Jakomäenkuja 2;25.0759055985793;60.2610194104155
339;Alppikylä;Tattariharjuntie 51;25.0648942053969;60.259431119227
341;Heikinlaakso;Vanha Porvoontie 32;25.0727127107009;60.2701965544061
342;Puistolan VPK;Puistolan raitti 5;25.0575355661699;60.2700856600164
343;Puistolantori;Puistolantori 1;25.0458546004102;60.2743699271658
344;Puistolan asema;Tapulikaupungintie 1;25.0343501212405;60.2751896029642
346;Maatullinkuja;Maatullinkuja 17;25.0246919817259;60.2762367892689
347;Sateenkaarentie;Suutarilantie 60;25.0110629825049;60.2807560752423
348;Siltamäki;Jousimiehentie 3;24.9893966166804;60.2744670938261
349;Töyrynummentie;Töyrynummentie 2;25.0039702918602;60.2719623839468
350;Töyrynummi;Pertunpellontie 4;24.9929902179008;60.2671467662216
351;Kotinummentie;Kotinummentie 68;25.0135723691851;60.2675063004499
345;Porvarintie;Porvarintie 8-10;25.032655333;60.27189034
353;Helluntairaitti;Tasankotie 14;25.0368876017095;60.2632142978322
352;Tapanilan asema;Sompiontori 1;25.0281239739891;60.2633039538104
354;Saniaiskuja;Saniaiskuja 1;25.0290905800296;60.25909156602
355;Halmetie;Vanha Tapaninlantie 70;25.0176577469294;60.2609068068142
356;Laulurastaantie;Laulurastaantie 25;25.0033102423416;60.2608846521727
357;Vanha Tapanilantie;Kirkonkyläntie 79;24.9897538768656;60.2596990442275
358;Syystie;Kirkonkyläntie 34;24.9986055764439;60.256671174374
359;Malmin sairaala;Kirkonkyläntie 23;25.0028280196256;60.2541586216461
360;Malmin asema;Ylä-Malmin tori 3;25.0091215694658;60.2523255258372
361;Huhtakuja;Kotinummentie 5;25.0131080169475;60.2575633298897
362;Teerisuontie;Teerisuontie 27;25.0214900833646;60.2533940877891
364;Ala-Malmin tori;Pikkalankatu 5;25.0132371443462;60.2503063500603
363;Väärämäentie;Väärämäentie 2-4;25.0297267023462;60.2426928298539
365;Karviaistie;Karviaistie 3;25.0078604417066;60.2468453049551
366;Tilketori;Tilketori 1;25.0039930501515;60.2498265610789
367;Karhusuontie;Karhusuontie 27;24.9870649315623;60.2517795830055
372;Jokipellontie;Jokipellontie 10;24.9833214791834;60.2452177923159
368;Pukinmäen liikuntapuisto;Kenttätie 10;24.9917239060614;60.2477323351629
369;Pukinmäen asema;Pukinmäenaukio 4;24.9939952300621;60.2430864481668
370;Rapakiventie;Lucina Hagmanin kuja 1;25.0013676173171;60.2393196827549
391;Tollinpolku;Luutnantinpolku 7a;24.8677110166808;60.245908525041
373;Mikkolantie;Mikkolantie 12;24.9715442521575;60.2355666358133
374;Etupellonpuisto;Yhdyskunnantie 22;24.95944937493;60.2419862673955
375;Piikintie;Yhdyskunnantie 54;24.9581440446396;60.2488559062646
376;Torpparinmäentie;Kuusmiehenkaari 5;24.9447682689237;60.2568807091704
379;Paloheinän kirjasto;Paloheinäntie 22;24.9416682057603;60.2495097085073
377;Paloheinän maja;Pakilantie 124;24.9183008944604;60.2552356088463
378;Paloheinäntie;Pakilantie 91;24.9238580658345;60.2469918098113
380;Pirkkolan liikuntapuisto;Pirkkolan metsätie 6;24.9097508532821;60.232734803775
381;Maununneva;Kaarelantie 14;24.8989998259643;60.2444085812279
307;Ulappasilta;Ulappasilta 1;25.1410458716813;60.2066160428581
382;Hakuninmaa;Perhekunnantie 8;24.8970699007855;60.252967146995
383;Kuninkaantammi;Kuninkaantammenkierto 22;24.892757395895;60.259256054776
384;Kalannintie;Kalanninpolku;24.8841075429141;60.2528066323977
386;Kannelmäen liikuntapuisto;Kanneltie 12;24.8788004950615;60.2437463425961
385;Pajupillintie;Vanhaistentie 3;24.8861026255016;60.2432353029777
387;Kauppakeskus Kaari;Kantelettarentie 1;24.8894796721591;60.2363305501839
388;Kaustisentie;Pelimannintie;24.8814517125501;60.2378065223104
389;Kannelmäen asema;Sitratori 2;24.8766472489767;60.2393459909658
371;Savela;Ratavallintie 6;24.9913872585832;60.2404948542171
390;Trumpettikuja;Trumpettitie 3;24.869109999497;60.2391561100934
392;Viljelijäntie;Viljelijäntie 5;24.8572979635334;60.2432334444678
393;Malminkartanon asema;Luutnantinaukio;24.8631156423813;60.2478178576762
394;Tuohipolku;Tuohipolku 1;24.8574322593556;60.2515646859168
395;Honkasuo;Naapuripellontie 27;24.8465809743929;60.255557476007
396;Malminkartanonhuippu;Naapuripellontie 7;24.8486486878388;60.2504077926351
397;Hankasuontie;Malminkartanontie 2;24.8475860266275;60.2447437736882
398;Ajomiehentie;Ajomiehentie 1;24.8512905063639;60.2388821009165
399;Vähäntuvantie;Kylväjäntie 12;24.846165047021;60.2324510345281
400;Kuusisaari;Kuusisaarenpolku 1;24.8567965996401;60.1845083389847
401;Koivusaari (M);Sotkatie 11;24.8551642686834;60.1633863116225
402;Bermudankuja;Atlantinkatu 10;24.9101421129463;60.1549042600429
403;Verkkosaari;Tukkutorinkuja 3;24.9775480765957;60.1895561753156
404;Sompasaari;Sompasaarenlaituri 2;24.9760758238593;60.1829308185667
405;Jollas;Jollaksentie 33;25.0616678668253;60.1644074899774
